population,gdp,biofuel_consumption,coal_production,fossil_electricity,gas_production,hydro_electricity,nuclear_consumption,oil_production,other_renewable_electricity,solar_electricity,primary_energy_consumption,is_outlier
-0.1617462279685523,-0.1067489383249542,-0.1530233406993947,-0.2131483138417007,-0.1933150454245939,-0.2328812406427217,-0.244027091877981,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,3.328476190567017,0
-0.159149715782489,-0.1060618001824114,-0.1530233406993947,-0.2131260215280624,-0.1931999617861422,-0.2330039571803445,-0.2437803157635046,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,3.968234539031982,0
-0.1575637436106997,-0.1056808411422257,-0.1530233406993947,-0.2131276138109282,-0.1932442247229935,-0.2330039571803445,-0.244027091877981,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,3.716870546340942,0
-0.1559465043676758,-0.1047528022020354,-0.1530233406993947,-0.213129206175532,-0.1932442247229935,-0.2330039571803445,-0.2439213307761177,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,5.014362335205078,0
-0.1539927435929522,-0.10375161391105,-0.1530233406993947,-0.2131260215280624,-0.1932176669714359,-0.2330039571803445,-0.2437450620628835,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,6.530622959136963,0
-0.1530618755869264,-0.1019945743911978,-0.1530233406993947,-0.2127948208231848,-0.1932176669714359,-0.232922146157136,-0.2433572709357942,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,7.758277416229248,0
-0.1519642338981151,-0.1013728229426868,-0.1530233406993947,-0.212629220429877,-0.1932353721435381,-0.2328812406427217,-0.2440975992792232,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,15.04005527496338,0
-0.1500795649955593,-0.0990118848656365,-0.1530233406993947,-0.2123855968315543,-0.1933504557819898,-0.2329630516715503,-0.2432515098339309,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,25.25815773010254,0
-0.1485120223055096,-0.0980912375375532,-0.1530233406993947,-0.2120273267417051,-0.1933327506098875,-0.2325053238361294,-0.2433572709357942,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,32.24350357055664,0
-0.1464737603352671,-0.0962967204043598,-0.1530233406993947,-0.2108251347583541,-0.1932973402524917,-0.2324255587433744,-0.2438860768653679,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0890021595832631,41.39130783081055,0
-0.1441505226584087,-0.0945283467676815,-0.1530233406993947,-0.2112072889890187,-0.1933238980172407,-0.2324300583145538,-0.2434982859484072,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0883833313850006,39.0211296081543,0
-0.1421140754660812,-0.0933696894474569,-0.1530233406993947,-0.2110369120291091,-0.1932530773156404,-0.2324537833139652,-0.2429694798087048,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0883833313850006,31.86925506591797,0
-0.1398722996629117,-0.0929602154452055,-0.1530233406993947,-0.2107655824874109,-0.1933061928451385,-0.2325053238361294,-0.2425816886816154,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0883833313850006,26.63021659851074,0
-0.1378807600795147,-0.0934333653395081,-0.1530233406993947,-0.2110082502754469,-0.1933150454245939,-0.2324877345992498,-0.2424759275797521,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0883833313850006,30.95351982116699,0
-0.1362157521257367,-0.0929523095534125,-0.1530233406993947,-0.2104780112983822,-0.1933150454245939,-0.2324096057877676,-0.2424054201785099,-0.2030460934703842,-0.2531600004437751,-0.1820302710495012,-0.0881770553189131,28.07534790039062,0
-0.1343217755396197,-0.0927109788790027,-0.1530233406993947,-0.2131817524051349,-0.1932973402524917,-0.2328817394198655,-0.2422996590766466,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0881770553189131,36.51741790771484,0
-0.1323017590820779,-0.0924604459645533,-0.1530233406993947,-0.2131817524051349,-0.1932707824877426,-0.2328817394198655,-0.2427227036942285,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0881770553189131,46.49251174926758,0
-0.1301687051482037,-0.0903140889648139,-0.1530233406993947,-0.2131817524051349,-0.1932884876598448,-0.2328817394198655,-0.2417003453255734,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0877645031867381,47.11153030395508,0
-0.127844463307008,-0.090819115453697,-0.1530233406993947,-0.2131817524051349,-0.1933416031959387,-0.2328817394198655,-0.2425111812803732,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0875582270822287,46.9117431640625,0
-0.1260595171215952,-0.0952937749481456,-0.1530233406993947,-0.2131817524051349,-0.1933327506098875,-0.2328817394198655,-0.2430047335093259,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0873519510545631,47.56930541992188,0
-0.1249510327575543,-0.0963036431556756,-0.1530233406993947,-0.2131817524051349,-0.1933327506098875,-0.2328817394198655,-0.2433925246364153,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0871456748732099,45.10633087158203,0
-0.123272478166944,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1933327506098875,-0.2328817394198655,-0.2433572709357942,-0.2030460934703842,-0.2522676165638048,-0.1820302710495012,-0.0871456748732099,41.05968475341797,0
0.4124583750550691,-0.0927139693245573,-0.1530233406993947,-0.1122078094303071,-0.1866933095809178,-0.2212967947792993,-0.1969787453515502,-0.2030460934703842,0.0397670154677089,-0.1820302710495012,-0.0890021595832631,715.259521484375,0
0.428246772359854,-0.0927139693245573,-0.1530233406993947,-0.1132403194220545,-0.1866933095809178,-0.2186630460820142,-0.1913227449399459,-0.2030460934703842,0.1196277978363233,-0.1820302710495012,-0.0890021595832631,749.1478271484375,0
0.4447248657587459,-0.0927139693245573,-0.1530233406993947,-0.1117771498383407,-0.1866933095809178,-0.2210163230227754,-0.1889232642531971,-0.2030460934703842,0.15693678537825,-0.1820302710495012,-0.0890021595832631,757.0225219726562,0
0.4618759600614658,-0.0927139693245573,-0.1530233406993947,-0.1070020202541854,-0.1866933095809178,-0.2161900887036595,-0.1792365764485001,-0.2030460934703842,0.2724352297025281,-0.1820302710495012,-0.0890021595832631,799.8021240234375,0
0.4795668540184812,-0.0927139693245573,-0.1530233406993947,-0.1054994532650845,-0.1866933095809178,-0.2189124219301661,-0.1680874135468406,-0.2030460934703842,0.4152506075769899,-0.1820302710495012,-0.0890021595832631,821.8877563476562,0
0.4978097566584042,-0.0927139693245573,-0.1530233406993947,-0.1007645748223158,-0.1866933095809178,-0.2217426862368867,-0.1485937166025084,-0.2030460934703842,0.5531248789398626,-0.1820302710495012,-0.0890021595832631,892.2958374023438,0
0.5165406314249483,-0.0927139693245573,-0.1530233406993947,-0.0928505843965911,-0.1866933095809178,-0.2191224529333716,-0.1542943819558433,-0.2030460934703842,0.501279999679698,-0.177469677642765,-0.0890021595832631,951.0875244140624,0
0.5356767708207236,-0.0927139693245573,-0.1530233406993947,-0.0935064377833188,-0.1866933095809178,-0.2085199358469762,-0.14153321978571,-0.2030460934703842,0.504397236571453,-0.177441869090795,-0.0890021595832631,1006.129028320312,0
0.5558170688047365,-0.0927139693245573,-0.1530233406993947,-0.0858706230040871,-0.1866933095809178,-0.1960032309800104,-0.1354959787969482,-0.2030460934703842,0.5406242587266621,-0.1773028267453242,-0.0890021595832631,1091.33642578125,0
0.5769895519102549,-0.0927139693245573,-0.1530233406993947,-0.0790728003280968,-0.1866933095809178,-0.1943879385641096,-0.1202615387649826,-0.2030460934703842,0.478639326784374,-0.1771637843998533,-0.0890021595832631,1146.728515625,0
0.5991485153291802,-0.0927139693245573,-0.1530233406993947,-0.0718585135136214,-0.1866933095809178,-0.1895882300396431,-0.1130313656004794,-0.2030460934703842,0.4182859124863942,-0.1772472096413843,-0.0890021595832631,1215.407104492188,0
0.622266279386536,-0.0927139693245573,-0.1530233406993947,-0.0581973313687406,-0.1866933095809178,-0.1813093391860885,-0.0986490324674019,-0.2030460934703842,0.5477840717398164,-0.1768856992945327,-0.0890021595832631,1317.6064453125,0
0.6455757602621999,-0.0927139693245573,-0.1530233406993947,-0.0425249146083313,-0.1866933095809178,-0.1802930172549977,-0.0840852423350711,-0.2030460934703842,0.5866619843656831,-0.1767744655010318,-0.0890021595832631,1389.258544921875,0
0.6702558928803867,-0.0927139693245573,-0.1530233406993947,-0.0330208743634427,-0.1866933095809178,-0.1626748885955756,-0.0827520518199156,-0.2030460934703842,0.5666235638737553,-0.176607614603591,-0.0890021595832631,1443.464965820312,0
0.6964316209636644,-0.0927139693245573,-0.1530233406993947,-0.0086557678762265,-0.1866933095809178,-0.1262269015553665,-0.0712653517342152,-0.2030460934703842,0.6481333214786772,-0.1764407632917713,-0.0890021595832631,1573.519897460938,0
0.7229792328773357,-0.0927139693245573,-0.1530233406993947,0.0158863967613105,-0.1866933095809178,-0.1394372968841743,-0.0756842257164802,-0.2030460934703842,0.5751478483809694,-0.1762739123943305,-0.0890021595832631,1692.947509765625,0
0.7508990161944448,-0.0927139693245573,-0.1530233406993947,0.0363746043753399,-0.1866933095809178,-0.1332351324630707,-0.0690525661332247,-0.2030460934703842,0.4045414316054493,-0.1759680191514188,-0.0890021595832631,1901.133422851562,0
0.7802915828158226,-0.0927139693245573,-0.1530233406993947,0.06073191005911,-0.1866933095809178,-0.1104683149786045,-0.0690055645611213,-0.2030460934703842,0.3791457596145441,-0.1754674660447175,-0.0890021595832631,2027.799560546875,1
0.8095615819813845,-0.0927139693245573,-0.1530233406993947,0.0643414389051697,-0.1866933095809178,-0.0682859912330026,-0.0864881590451881,-0.2030460934703842,0.3877525551287192,-0.1756343169421583,-0.0890021595832631,2083.26904296875,1
0.8390836187302246,-0.0927139693245573,-0.1530233406993947,0.0963154925975168,-0.1866933095809178,-0.0601040820340408,-0.0891575255830833,-0.1866721845789758,0.4312558900486654,-0.1755230831486574,-0.0890021595832631,2144.853759765625,1
0.8697948390118209,-0.0927139693245573,-0.1530233406993947,0.1156397567256847,-0.0148588955074927,-0.0423675001704599,-0.0716726986924445,-0.1808735269785175,0.4584239563715532,-0.1745497859016036,-0.0890021595832631,2231.859130859375,1
0.9010374385314952,-0.0927139693245573,-0.1530233406993947,0.1240269596239767,-0.0096580271334201,-0.0331404657422091,-0.0656947576842806,-0.1663226484075438,0.456379652082596,-0.1637044730097831,-0.0890021595832631,2276.798583984375,1
0.9329139589486424,-0.0927139693245573,-0.1530233406993947,0.1243790336541883,0.0035178834037254,-0.0147221463539207,-0.0730589559324983,-0.1773192427392646,0.4577851185190617,-0.1637322811473742,-0.0890021595832631,2354.03173828125,1
0.9650824593102926,-0.0927139693245573,-0.1530233406993947,0.1337470620364168,0.0093393757874566,-0.0001813436583046,-0.0570643545663,-0.1592724837447204,0.4879829311150953,-0.164622153152897,-0.0890021595832631,2520.128173828125,1
0.9976056998875248,-0.0927139693245573,-0.1530233406993947,0.1237415104815668,0.0167900788019189,0.0224009715803601,-0.0476066296416734,-0.1567444340935267,0.5648416156357036,-0.1648724297062477,-0.0890021595832631,2524.23095703125,1
1.0309810064827811,-0.0927139693245573,-0.1530233406993947,0.1217600729264121,0.0281061975385681,0.0390645974953539,-0.04415725217858,-0.1677994293764532,0.6235029463151427,-0.1596235770209338,-0.0890021595832631,2610.341064453125,1
1.064188324433058,-0.0927139693245573,-0.1530233406993947,0.1283930994446229,0.0300144154371083,0.0586242065710518,-0.0321821526382077,-0.1649001005762241,0.6562855826738042,-0.1591787031750037,-0.0890021595832631,2605.7470703125,1
1.097636724227078,-0.0927139693245573,-0.1530233406993947,0.1361615613622813,0.0354276021958543,0.0717608585505864,-0.0420221704641741,-0.1642993768425516,0.6735277775179008,-0.1582833016977634,-0.0890021595832631,2642.723388671875,1
1.1322529154040508,-0.0927139693245573,-0.1530233406993947,0.1425684650200847,0.048092654545574,0.0812364473143382,-0.0461742987575491,-0.1727804364218337,0.6614468922446722,-0.1556296657881577,-0.0890021595832631,2650.902587890625,1
1.1665189521770043,-0.0927139693245573,-0.1530233406993947,0.1565598588576219,0.0559112067934897,0.0647320250839312,-0.0429537160716216,-0.1625931541534818,0.6596047833496151,-0.1584849467462609,-0.0890021595832631,2740.5322265625,1
1.201382616205478,-0.0927139693245573,-0.1530233406993947,0.175370776551287,0.0626908335036786,0.0960579972825424,-0.0353592571889106,-0.1559017537409388,0.6743948089692928,-0.1534302355367631,-0.0890021595832631,2849.608154296875,1
1.2373682326647146,-0.0927139693245573,-0.1530233406993947,0.1741793293743056,0.076182303894772,0.1189209677153196,-0.0263780838262454,-0.1539243682283973,0.7044253992578855,-0.1467736333871894,-0.0890021595832631,2923.535400390625,1
1.2736081422442995,-0.0927139693245573,-0.1530233406993947,0.1988420549269046,0.0901832411516459,0.1597613857944527,-0.0209700251126317,-0.1502866489437135,0.726690690498383,-0.1431987569911697,-0.0890021595832631,2985.129150390625,1
1.3111627309863256,-0.0927139693245573,-0.1530233406993947,0.2043751346793708,0.0916583662871504,0.1852967268095544,-0.011017943166397,-0.1463068538500739,0.7299854563356414,-0.1340818614853341,-0.0890021595832631,3028.71142578125,1
1.3496776802709245,-0.0927139693245573,-0.1530233406993947,0.2036566907259372,0.0993611821869379,0.2258065601410951,0.0031871288159236,-0.1494940253216691,0.702189958945084,-0.1344837692143997,-0.0890021595832631,3121.7578125,1
1.3889684365742392,-0.0927139693245573,-0.1530233406993947,0.2032524551001504,0.1168973461728092,0.2764531747511914,0.0178728944157732,-0.1487723204140622,0.7712469816720732,-0.1133432860862739,-0.0887958835171756,3196.580078125,1
1.4294177091547962,-0.0927139693245573,-0.1530233406993947,0.2022056408454314,0.1300522788214576,0.2905589987273238,0.0370861957153684,-0.1585767281316482,0.7609666313268855,-0.1102843544859148,-0.0887958835171756,3318.3603515625,1
1.471042693368699,-0.0927139693245573,-0.1447925570770503,0.1952517769906367,0.1497492868943256,0.3135298160748334,0.0522452853014127,-0.1537085299081426,0.7677891625045677,-0.0994390449091253,-0.0887958835171756,3361.184326171875,1
1.5138214432426835,-0.0927139693245573,-0.1439397256206489,0.2257055779667567,0.1700482644604232,0.3538333475814367,0.0431145810431202,-0.1512274920487474,0.8572583082069415,-0.0897060674660408,-0.0887958835171756,3512.795654296875,1
1.557981672203667,-0.0927139693245573,-0.1423431609662236,0.2354133597969297,0.1923125446364509,0.3838367045542509,0.0590845183511676,-0.148650740564495,0.9826551203410238,-0.0794169206410727,-0.0885896074510881,3819.399169921875,1
1.6035296543624131,-0.0927139693245573,-0.1530233406993947,0.2383259052689935,0.2097964057348395,0.4082982724242929,0.0694843591938778,-0.1574562307761865,1.0280045594258376,-0.0802511747138979,-0.0885896074510881,3787.716552734375,1
1.6502610901848922,-0.0927139693245573,-0.151813506578636,0.2352518530337364,0.2304052292805549,0.461420278737447,0.0805187952252616,-0.1627863258695139,1.0485119898520698,-0.0574482101664901,-0.0883833313850006,3871.460205078125,1
1.6984063012424158,-0.0927139693245573,-0.1398739241312629,0.2350767534542382,0.2477740024137178,0.5049155264492723,0.0908481404339328,-0.1578439863952697,1.0762891900649432,-0.0732990574403547,-0.0883833313850006,4012.791748046875,1
1.7482498224824448,-0.0927139693245573,-0.143285231974792,0.2422795399426028,0.25466131471766,0.5319784033379722,0.0957484073418094,-0.1515169474205024,1.0901789482206004,-0.0649565034519788,-0.0881770553189131,4258.88330078125,1
1.7994396234000318,-0.0927139693245573,-0.1478113526497498,0.2384432521191162,0.2537583604778159,0.48839950233092,0.1088275395178975,-0.1525679124682553,1.0384895370682885,-0.0630099039853246,-0.0875582270822287,4315.66455078125,1
1.8520222021697568,-0.0927139693245573,-0.1498655908767115,0.2552404911687054,0.2869112859459471,0.5267511082691538,0.1392162412204896,-0.1501424626439345,1.0817461496018062,-0.0577262882273698,-0.0844640860524944,4460.1904296875,1
1.905549837557632,-0.0927139693245573,-0.1445554469121155,0.25266666126945,0.2991986822708103,0.5233067287264498,0.149193054466037,-0.1528482645330193,0.8653212259047065,-0.0644003340700953,-0.0772444237010101,4529.279296875,1
1.9605389574846368,-0.0927139693245573,-0.1382865323339661,0.2714241786133444,0.3289168263279509,0.5462836692925974,0.1579007311271666,-0.1528537471414462,0.9589884158363324,-0.0574482101664901,-0.0694059331128415,4734.07568359375,1
2.0179082765021663,-0.0927139693245573,-0.1416002984004137,0.2728248748098031,0.3371408610336298,0.5174112201590513,0.1707683495046733,-0.1488656851680155,0.8728432188115737,-0.044100131741163,-0.0735314542809037,4888.16162109375,1
2.0762418232447737,-0.0927139693245573,-0.1414880313005188,0.2892096087123556,0.3526771419880946,0.5193500705838631,0.1922025994823027,-0.1503336836513257,0.8216223543738781,-0.0107299423079074,-0.0508410860123095,5049.482421875,1
2.135370917267239,-0.0927139693245573,-0.1390058463713257,0.269257564045913,0.3693023279957012,0.5445793887847807,0.185469150228303,-0.1565203747251083,0.8097574452802736,0.0298704623499571,-0.01474277609914,5163.1640625,1
2.1950323199546973,-0.0927139693245573,-0.1419934255583662,0.2686116039528262,0.3784559276561883,0.5581099524836107,0.1799343150282176,-0.1463470768320648,0.7501532309254993,0.0440528014781714,0.0137233240178435,5280.8427734375,1
2.2557682493877684,-0.0927139693245573,-0.1422042444286509,0.2808841426447704,0.3878485104482215,0.6348580986562486,0.1996059051902275,-0.1497580957008017,0.8056000485786612,0.0487802478542428,0.0570412968972478,5444.701171875,1
2.3180641462024445,-0.0927139693245573,-0.1360504321244903,0.2919674438293787,0.4051021956161588,0.6819448212758022,0.235776244053203,-0.1597849787311843,0.8255435090345075,0.0479460004114796,0.0861262197181604,5530.57275390625,1
2.380528759872879,-0.0927139693245573,-0.1302378457098883,0.2807526338210094,0.4107235673185735,0.6931054691655563,0.2507943154747047,-0.1537837281507879,0.838082750189212,0.0529515115883068,0.1391391832645515,5681.83251953125,1
2.443414852360441,-0.0927139693245573,-0.1289001470357011,0.2666376993623726,0.3900527961896978,0.6415672126354509,0.2770231023573846,-0.1663240405432259,0.6682323079448373,0.0407157851868706,0.2259813901433239,5412.60498046875,1
2.506523754350228,-0.0927139693245573,-0.1292028093627601,0.2497603095683628,0.4144682487410907,0.7726742552861088,0.3023705458840222,-0.1573444388435444,0.7042851594972824,0.042384280072397,0.299209399175562,5870.37353515625,1
2.5700132844487875,-0.0927139693245573,-0.1311466998267642,0.2561288788057978,0.4194433988171681,0.7340634484386144,0.3297979468206161,-0.1657775699984801,0.6635838404712698,0.0571228018426187,0.4083294594600084,5954.654296875,1
2.6349522970230344,-0.0927139693245573,-0.1337893278373553,0.2663289482491536,-0.1866933095809178,0.723553427058571,-0.2345438373753738,-0.1733761731015504,0.6922056059806574,-0.1814741011496441,-0.0890021595832631,6050.2919921875,1
2.700817630118627,-0.0927139693245573,-0.1335852332647542,0.2738435994761474,-0.1866933095809178,0.670435195962923,-0.2345438373753738,-0.1744750579802196,0.6997152656633262,-0.1814741011496441,-0.0890021595832631,6139.6279296875,1
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2328817394198655,-0.1969787453515502,-0.2030460934703842,0.0397670154677089,-0.1820302710495012,-0.0890021595832631,715.259521484375,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2328817394198655,-0.1913227449399459,-0.2030460934703842,0.1196277978363233,-0.1820302710495012,-0.0890021595832631,749.1478271484375,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2328817394198655,-0.1889232642531971,-0.2030460934703842,0.15693678537825,-0.1820302710495012,-0.0890021595832631,757.0225219726562,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2328817394198655,-0.1792365764485001,-0.2030460934703842,0.2724352297025281,-0.1820302710495012,-0.0890021595832631,799.8021240234375,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2328817394198655,-0.1680874135468406,-0.2030460934703842,0.4152506075769899,-0.1820302710495012,-0.0890021595832631,821.8877563476562,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2217426862368867,-0.1485937166025084,-0.2030460934703842,0.5531248789398626,-0.1820302710495012,-0.0890021595832631,892.2958374023438,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2191224529333716,-0.1542943819558433,-0.2030460934703842,0.501279999679698,-0.177469677642765,-0.0890021595832631,951.0875244140624,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.2085199358469762,-0.14153321978571,-0.2030460934703842,0.504397236571453,-0.177441869090795,-0.0890021595832631,1006.129028320312,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1960032309800104,-0.1354959787969482,-0.2030460934703842,0.5406242587266621,-0.1773028267453242,-0.0890021595832631,1091.33642578125,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1943879385641096,-0.1202615387649826,-0.2030460934703842,0.478639326784374,-0.1771637843998533,-0.0890021595832631,1146.728515625,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1895882300396431,-0.1130313656004794,-0.2030460934703842,0.4182859124863942,-0.1772472096413843,-0.0890021595832631,1215.407104492188,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1813093391860885,-0.0986490324674019,-0.2030460934703842,0.5477840717398164,-0.1768856992945327,-0.0890021595832631,1317.6064453125,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1802930172549977,-0.0840852423350711,-0.2030460934703842,0.5866619843656831,-0.1767744655010318,-0.0890021595832631,1389.258544921875,0
-0.1887640053389554,-0.0927139693245573,-0.1530233406993947,-0.2131817524051349,-0.1866933095809178,-0.1626748885955756,-0.0827520518199156,-0.2030460934703842,0.5666235638737553,-0.176607614603591,-0.0890021595832631,1443.464965820312,0
